term,count_early,count_late,count_contemporary,rate_early,rate_late,burst_score,log_odds_late_vs_early
locus-ceruleus,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
spinal-cord-injury,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
migration mental health,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
longitudinal mediation effects,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
childhood abuse and trauma,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
athlete maltreatment,0,2,5,0.16666666666666666,0.8333333333333334,1.6094379124341005,0.9923365293229924
transfers,2,3,5,0.8333333333333334,1.1666666666666667,0.336472236621213,-0.28062914648989423
providing hiv,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
trial,17,28,37,5.833333333333333,9.5,0.4877032063451365,-0.12939817676597087
health information,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
loneliness,21,68,91,7.166666666666667,22.833333333333332,1.1587808101345625,0.5416794270234551
bcli polymorphism,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
dot-probe,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
peptide,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
dynamic connectivity,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
sexual coercion),2,1,2,0.8333333333333334,0.5,-0.5108256237659907,-1.1279270068770977
university of birmingham,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
perseverative cognition,0,1,2,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
earlier age,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
moonlighting,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
treatment utilization,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
mainland china,1,3,5,0.5,1.1666666666666667,0.8472978603872037,0.23019647727609627
independent assessment process,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
pitfalls,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
postpartum bonding,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
sexual pain,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
reappraisal strategy,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
under-the-curve,2,3,5,0.8333333333333334,1.1666666666666667,0.336472236621213,-0.28062914648989423
respectability,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
acc,0,1,2,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
pseudonymous,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
prairie vole,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
multimodal neuroimaging,1,1,1,0.5,0.5,0.0,-0.6171013831111072
male ecec-workers,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
mental-state-examination,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
womans life,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
antidepressant treatment,8,4,8,2.8333333333333335,1.5,-0.6359887667199967,-1.2530901498311051
attraction,0,2,2,0.16666666666666666,0.8333333333333334,1.6094379124341005,0.9923365293229924
death certification,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
oral feeding skills,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
barriers to help-seeking behavior,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
marriage onset,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
human-papillomavirus infections,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
multi-parametric mri,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
principal leadership,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
copper,1,1,2,0.5,0.5,0.0,-0.6171013831111072
pain personification,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
behavioural disturbance,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
pediatric sports medicine,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
frequency analysis,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
trauma work,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
self-harm thoughts and behaviours,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
interleukin 2,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
chronic hepatitis cohort,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
scid-d,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
khyber pakhtunkhwa,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
right temporal pole,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
inhibitor,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
4-methylenedioxymethamphetamine-assisted psychotherapy,2,0,0,0.8333333333333334,0.16666666666666666,-1.6094379124341005,-2.226539295545207
parents job insecurity,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
exploratory structural equation modeling,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
sexual grooming recognition,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
complex personhood,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
visual grading analysis,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
corticotropin-releasing factor (crf) neurons,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
cribra-orbitalia,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
racial disparity,1,1,1,0.5,0.5,0.0,-0.6171013831111072
ritual,0,3,3,0.16666666666666666,1.1666666666666667,1.9459101490553135,1.3288087659442054
intimate-partner,0,0,2,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
saliva cortisol,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
parent-child bonding,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
recent diagnosis of endometriosis,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
intuitive eating,0,0,2,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
tourism,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
school personnel,1,1,1,0.5,0.5,0.0,-0.6171013831111072
malawi,2,6,6,0.8333333333333334,2.1666666666666665,0.9555114450274362,0.3384100619163286
deportation,1,2,3,0.5,0.8333333333333334,0.5108256237659907,-0.10627575934511668
horowitzs impact,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
media-coverage,1,1,1,0.5,0.5,0.0,-0.6171013831111072
dorsal root ganglion,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
sport policy,0,0,2,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
mapk signaling,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
dysmorphic concern,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
mesolimbic dopamine,0,0,2,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
phases,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
critical-care,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
evaluation,9,6,7,3.1666666666666665,2.1666666666666665,-0.3794896217049037,-0.996591004816012
general-practitioners,0,3,3,0.16666666666666666,1.1666666666666667,1.9459101490553135,1.3288087659442054
aggression suicidal behaviors,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
women's help-seeking,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
peer networks,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
fly,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
positive mental images,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
family financial pressure,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
young infants,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
urban population,1,1,1,0.5,0.5,0.0,-0.6171013831111072
antioxidant enzyme capacity,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
parent-child relations,1,1,1,0.5,0.5,0.0,-0.6171013831111072
abuse work-up,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
sibling relationships,0,3,4,0.16666666666666666,1.1666666666666667,1.9459101490553135,1.3288087659442054
social neuroscience,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
trans-diagnostic symptom profiles,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
mrna,0,2,3,0.16666666666666666,0.8333333333333334,1.6094379124341005,0.9923365293229924
parental childhood maltreatment,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
caregiver closeness,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
home discord,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
lower brain-stem,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
narcissistic personality disorder,1,1,2,0.5,0.5,0.0,-0.6171013831111072
richness of testimonies,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
cultural responsiveness,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
impulsiveness,2,7,8,0.8333333333333334,2.5,1.0986122886681098,0.48151090555700193
professional learning,0,2,2,0.16666666666666666,0.8333333333333334,1.6094379124341005,0.9923365293229924
hypnotic medications,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
richard wagamese,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
cognitive-behavioral therapy (cbt),0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
imagery modification,0,2,3,0.16666666666666666,0.8333333333333334,1.6094379124341005,0.9923365293229924
campus sexual assault,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
extremism,0,4,6,0.16666666666666666,1.5,2.1972245773362196,1.580123194225111
matson evaluation,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
hyperbaric oxygen therapy (hbot),0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
long-term extinction,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
knock-in mice (app(nl-f/nl-f)),0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
cognitive restructuring,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
women's sexual health,2,0,0,0.8333333333333334,0.16666666666666666,-1.6094379124341005,-2.226539295545207
client attachment,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
clergy sex abuse,0,1,2,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
response conflict,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
resting -state functional connectivity,0,1,2,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
voice-hearing proneness,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
arginine-vasopressin,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
child witness competency,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
treatment engagement,1,1,1,0.5,0.5,0.0,-0.6171013831111072
reducing physical violence,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
judicial process,1,1,1,0.5,0.5,0.0,-0.6171013831111072
mutation,1,0,1,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
sexual health services,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
college,7,14,19,2.5,4.833333333333333,0.6592456288842639,0.04214424577315601
child welfare service/child protection,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
free-recall,1,1,2,0.5,0.5,0.0,-0.6171013831111072
pacific war,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
resting state networks,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
hedonic capacity,1,0,1,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
child abuse survivors,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
hippocampal subfield volumes,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
thermoregulation,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
complex psychological trauma,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
health-related problems,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
adaptive,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
intensive care unit,1,1,1,0.5,0.5,0.0,-0.6171013831111072
professional practice,0,2,3,0.16666666666666666,0.8333333333333334,1.6094379124341005,0.9923365293229924
area-level socioeconomic status,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
psychometric approach,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
deviant peer affiliation,3,8,9,1.1666666666666667,2.8333333333333335,0.8873031950009027,0.27020181188979553
psychosocial preparedness,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
common factors,0,1,5,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
perinatal depressive symptoms,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
traum a -inform ed care resilience,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
secure storage,0,2,2,0.16666666666666666,0.8333333333333334,1.6094379124341005,0.9923365293229924
community health service,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
memorialisation,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
risk stratification,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
thai women,1,0,1,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
post-hospital care,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
substance use disorders,52,77,110,17.5,25.833333333333332,0.38946476676172315,-0.22763661634938437
food security,2,0,0,0.8333333333333334,0.16666666666666666,-1.6094379124341005,-2.226539295545207
bully,0,3,3,0.16666666666666666,1.1666666666666667,1.9459101490553135,1.3288087659442054
child protective service,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
paralaminar nucleus,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
visual-arts,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
knockout mice,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
public care,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
schizophrenia proneness,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
affective reactivity index,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
pelvic pain,2,2,3,0.8333333333333334,0.8333333333333334,0.0,-0.6171013831111072
voices,3,5,9,1.1666666666666667,1.8333333333333333,0.4519851237430571,-0.16511625936804997
occupational stress,2,9,10,0.8333333333333334,3.1666666666666665,1.33500106673234,0.7178996836212326
mothers perceptions,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
thought-action fusion,0,3,5,0.16666666666666666,1.1666666666666667,1.9459101490553135,1.3288087659442054
social relations,1,1,2,0.5,0.5,0.0,-0.6171013831111072
sensitive analyses,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
hen mice,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
tnf-a,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
basal ganglia,5,4,5,1.8333333333333333,1.5,-0.2006706954621511,-0.8177720785732587
youth perspective,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
parolees,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
melancholia,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
graph analysis,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
functional outcomes,1,4,5,0.5,1.5,1.0986122886681098,0.48151090555700193
maternal hiv disclosure,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
serine,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
antipathetic relationships,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
militarization,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
monozygotic twins,1,1,1,0.5,0.5,0.0,-0.6171013831111072
cyber dissociative experiences,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
loci,4,3,5,1.5,1.1666666666666667,-0.25131442828090605,-0.8684158113920137
new-york-state,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
problem-solving support,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
cage,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
suicide thoughts and behaviors,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
progress monitoring,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
secondary victimisation,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
digital evidence,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
gene variants,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
craniofacial pain,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
pcr,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
stress reduction,3,1,3,1.1666666666666667,0.5,-0.8472978603872037,-1.4643992434983106
brain volume,2,2,2,0.8333333333333334,0.8333333333333334,0.0,-0.6171013831111072
sexual knowledge,0,3,4,0.16666666666666666,1.1666666666666667,1.9459101490553135,1.3288087659442054
offender profiling,0,2,2,0.16666666666666666,0.8333333333333334,1.6094379124341005,0.9923365293229924
serotonin transporter (5-htt),0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
mental health utilization,0,0,2,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
listening,0,3,3,0.16666666666666666,1.1666666666666667,1.9459101490553135,1.3288087659442054
conceptual vacuum,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
parental depression,4,3,4,1.5,1.1666666666666667,-0.25131442828090605,-0.8684158113920137
diel‐ cycling hypoxia,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
ultraorthodox community,1,0,1,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
abdominal-trauma,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
contemporary urban china,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
risk correlate,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
insomnia severity,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
union attitudes,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
depressive reactions,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
ion balance,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
suicide risk factors,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
consumption evidence,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
african american men,1,0,1,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
semantic network,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
pain behavior,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
mortality salience,0,2,2,0.16666666666666666,0.8333333333333334,1.6094379124341005,0.9923365293229924
childhood offending,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
relational functioning,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
mitochondrial activity,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
inflicted traumatic brain injury,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
preclinical phase,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
neuropathic pain,5,1,2,1.8333333333333333,0.5,-1.2992829841302607,-1.9163843672413678
style choices,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
underreporting,0,3,3,0.16666666666666666,1.1666666666666667,1.9459101490553135,1.3288087659442054
disability pension,1,2,2,0.5,0.8333333333333334,0.5108256237659907,-0.10627575934511668
social work support,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
palatable food,1,3,3,0.5,1.1666666666666667,0.8472978603872037,0.23019647727609627
base-line,2,3,4,0.8333333333333334,1.1666666666666667,0.336472236621213,-0.28062914648989423
moderated meditation,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
sexual assault support centers,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
brain derived neuronal factor,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
self-reported symptoms,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
shared decision-making,2,0,0,0.8333333333333334,0.16666666666666666,-1.6094379124341005,-2.226539295545207
vasopressin,10,8,15,3.5,2.8333333333333335,-0.2113090936672069,-0.8284104767783145
latent change score modelling (lcsm),0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
psychoanalysis,2,12,14,0.8333333333333334,4.166666666666667,1.6094379124341003,0.9923365293229933
federal sentencing practices,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
sex work-related stigma,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
cces,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
medical neglect,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
complete blood count,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
tumor necrosis factor alpha,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
resistance-refusal dynamics,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
5-ht1a receptor,1,3,5,0.5,1.1666666666666667,0.8472978603872037,0.23019647727609627
intersectionality theory,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
north korean refugee youths,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
media information,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
recalibration,1,2,3,0.5,0.8333333333333334,0.5108256237659907,-0.10627575934511668
abused children,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
intersex,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
neural-network,1,1,2,0.5,0.5,0.0,-0.6171013831111072
youth of colour,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
panic-attacks,0,1,2,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
cultural beliefs,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
acute,1,0,1,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
mbt,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
preexposure prophylaxis prep,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
adverse neonatal outcomes,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
intestinal parasites,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
binge alcohol drinking,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
coercive sexting,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
non-suicidal self-injury,14,67,93,4.833333333333333,22.5,1.5379789484519555,0.9208775653408479
preweanling mice,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
schizophrenia-spectrum disorder,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
acid amide hydrolase,1,4,5,0.5,1.5,1.0986122886681098,0.48151090555700193
non-incestuous,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
multidimensional poverty,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
victimization forms,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
corticotropin‐ releasing hormone,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
adverse health outcomes,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
pharmacological stressor,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
lateral septum,0,3,4,0.16666666666666666,1.1666666666666667,1.9459101490553135,1.3288087659442054
same-gender sexual behavior,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
benign external hydrocephalus,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
police wellness,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
trauma and stressor related disorders,0,1,4,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
nurse practitioner,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
cross fostering,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
developmental screening,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
neuropeptide s,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
nursery,0,4,4,0.16666666666666666,1.5,2.1972245773362196,1.580123194225111
umbilical cord blood,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
joint development trajectory,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
standard,1,1,1,0.5,0.5,0.0,-0.6171013831111072
anger expression-internal,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
later generation,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
credit programs,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
online gendered violence,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
traditional crime,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
child and adolescent health,1,2,2,0.5,0.8333333333333334,0.5108256237659907,-0.10627575934511668
attenuates obesity,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
physiological-response,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
depression literacy,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
school performance,2,4,5,0.8333333333333334,1.5,0.587786664902119,-0.029314718208988566
women's alcohol misuse,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
p300,1,3,4,0.5,1.1666666666666667,0.8472978603872037,0.23019647727609627
